-88.682,-40.29,75.644,37.164,74.156,18.886,-49.018,-34.237,-35.114,80.053
-25.651,-16.167,-146.2,40.745,54.365,7.7904,-27.362,17.634,-13.199,7.7166
78.965,90.494,32.032,25.023,48.032,-10.107,-63.239,18.343,-19.01,-44.108
-48.921,-21.356,-60.262,-27.931,36.987,19.307,-36.842,111.7,-2.9577,-38.625
-115.09,30.787,26.924,61.979,-7.566,96.783,39.312,1.2955,7.0624,-26.939
-2.789,-72.11,49.962,68.325,67.637,-78.655,86.38,-34.629,-0.91854,-29.298
5.7725,13.912,-33.45,-25.949,-0.64906,-35.658,52.847,-22.331,35.413,137.12
-23.953,-49.196,-102.43,-58.964,51.589,17.12,-37.475,56.927,17.743,-49.445
15.866,31.414,46.975,-91.268,-44.898,-68.246,44.214,-7.7335,-18.014,12.052
-25.847,11.708,-29.768,92.852,-53.478,-91.617,-68.085,-21.708,-50.298,7.3324
