44,62,27,7
22,34,33,7
22,34,33,7
22,34,33,7
41,34,50,7
41,58,50,19
41,58,27,19
49,58,27,40
41,58,27,40
2,58,34,16
2,34,9,16
61,34,9,16
61,34,9,19
22,34,9,19
61,34,9,19
61,34,8,19
3,58,33,19
40,58,50,48
42,58,50,19
19,62,13,21
42,62,13,42
42,58,50,42
19,58,37,42
19,58,37,2
2,58,25,63
2,58,25,5
2,62,30,19
1,62,51,63
23,9,56,19
44,62,25,35
22,34,25,24
22,30,25,24
22,30,37,4
45,30,37,4
45,30,37,35
45,30,25,39
45,30,25,3
2,30,51,40
48,30,51,7
19,30,51,3
48,62,51,4
4,51,17,28
31,62,43,31
20,62,18,15
57,30,18,15
14,30,18,63
14,25,18,46
14,25,53,57
14,43,18,31
14,43,18,31
14,58,18,31
14,51,53,1
14,51,53,4
14,30,18,35
14,25,53,35
14,51,36,4
14,51,18,35
20,30,18,42
57,30,18,19
31,30,18,7
31,34,36,7
31,58,53,44
31,62,53,16
28,62,53,46
35,62,18,39
31,62,18,39
57,62,18,40
35,30,13,3
35,30,50,42
4,62,8,21
35,58,8,21
35,58,50,7
23,58,27,3
20,58,13,1
28,58,27,1
31,58,27,49
57,62,27,49
57,62,6,49
57,62,27,32
57,62,27,10
57,30,27,35
57,62,27,4
57,62,27,1
57,30,34,1
57,30,9,24
57,25,13,24
57,25,13,3
57,17,9,19
31,17,43,21
11,56,9,63
11,56,13,10
11,12,8,23
11,12,34,49
11,26,8,19
11,37,27,19
15,25,13,21
11,25,13,63
4,30,9,41
41,25,9,24
19,25,9,39
48,56,9,23
42,37,9,23
42,29,9,23
2,26,13,49
22,26,13,49
49,26,8,41
49,37,8,41
41,37,43,41
48,37,9,48
48,25,34,21
16,25,34,41
39,30,58,49
39,30,34,45
35,30,9,61
35,25,9,61
39,25,9,22
39,37,34,22
40,26,43,22
40,12,9,22
48,12,6,22
48,26,6,22
40,25,6,45
3,30,13,45
16,30,9,61
16,26,58,41
63,26,53,49
41,29,18,49
63,26,18,45
7,26,18,45
16,26,18,41
40,26,18,41
7,26,18,41
40,26,53,45
40,26,18,45
40,26,18,22
7,26,18,45
40,26,18,22
40,26,53,47
3,26,18,4
3,29,54,24
3,29,54,40
4,29,18,40
4,29,53,42
24,25,53,19
24,25,36,42
16,25,59,40
63,25,53,40
48,37,18,39
48,26,54,39
63,26,33,35
63,29,36,28
63,12,36,4
48,26,50,3
42,37,33,7
42,25,33,7
42,30,33,7
42,56,33,40
21,29,33,21
21,29,50,2
21,29,50,21
49,56,50,19
49,9,50,42
45,13,33,49
32,27,27,49
63,27,6,49
61,33,6,49
45,27,8,22
45,27,6,22
45,13,50,22
41,9,50,22
41,34,33,32
41,34,27,32
41,13,6,3
45,13,50,35
45,27,27,35
2,27,27,35
49,33,6,5
41,33,8,3
32,33,33,40
10,33,50,40
23,6,36,42
2,33,50,42
19,27,50,19
19,27,33,2
7,33,54,2
7,33,18,2
7,13,54,22
7,6,54,22
7,13,18,49
44,13,18,49
32,9,18,49
23,13,18,42
45,34,54,21
45,27,54,21
22,6,54,19
22,13,54,19
22,9,18,42
22,9,18,49
22,9,18,22
22,34,18,22
22,9,54,22
22,9,18,22
22,9,18,61
49,9,54,32
49,6,54,15
41,33,54,32
41,9,54,32
41,13,54,4
19,13,54,4
23,13,54,47
49,13,18,47
45,27,9,47
45,33,6,47
45,33,13,15
22,33,13,15
22,9,9,63
2,9,9,11
32,13,13,47
5,6,27,47
44,27,6,47
5,27,13,24
2,27,9,24
63,33,9,7
40,6,9,7
22,13,9,7
49,9,13,7
49,34,13,19
49,62,6,19
48,25,6,19
48,26,6,3
48,26,8,3
48,62,8,39
48,51,8,39
48,52,8,39
48,26,13,35
48,26,6,35
48,26,27,46
21,26,50,39
21,51,13,39
19,51,8,39
19,62,55,3
42,30,55,23
42,25,55,23
42,25,55,31
42,30,55,31
2,26,55,28
2,30,55,46
61,30,55,46
61,62,55,19
1,26,55,19
39,30,55,19
40,37,55,7
40,26,55,35
21,62,55,3
21,62,55,3
21,62,55,3
21,25,55,40
2,25,55,40
2,25,55,40
2,37,55,19
61,50,54,19
2,59,54,40
22,59,54,7
22,59,55,40
22,59,55,42
41,50,55,21
49,50,55,21
22,33,54,63
61,27,54,16
61,27,55,19
48,27,55,19
40,27,55,19
40,50,55,19
42,59,55,7
22,59,54,7
22,59,54,1
41,59,54,1
32,59,54,1
7,50,54,4
23,50,18,35
23,33,18,35
45,36,18,39
45,36,18,23
49,59,54,39
41,59,54,28
41,50,54,28
41,33,54,28
41,27,54,28
41,53,54,35
41,53,54,31
49,59,54,31
49,53,54,31
41,53,54,31
63,36,54,15
5,53,54,46
39,53,54,63
21,53,54,46
21,53,18,31
32,53,18,31
61,59,18,31
22,59,18,47
42,50,18,31
42,18,18,28
22,54,54,28
22,54,54,28
49,54,18,28
49,54,18,47
22,54,54,31
22,54,54,28
22,54,54,47
49,54,33,47
49,54,50,11
41,54,59,11
22,54,36,11
49,55,36,11
41,55,50,47
49,55,59,3
22,55,59,24
22,55,50,5
45,55,50,5
45,55,50,16
60,55,50,16
60,55,59,39
10,55,33,39
10,55,50,3
10,54,50,39
10,54,50,24
10,54,27,1
41,54,33,1
45,54,13,28
22,54,13,1
22,54,6,4
22,54,27,4
61,55,27,44
61,55,34,23
44,54,34,46
44,54,13,48
61,54,13,7
61,54,9,28
61,55,13,31
22,55,27,31
41,55,27,31
22,55,27,28
49,54,27,28
41,55,27,39
48,54,6,40
7,54,34,40
63,54,9,40
19,54,34,40
44,54,34,40
44,54,58,23
38,18,34,48
38,54,13,28
60,54,6,28
41,54,15,28
10,54,14,31
41,54,1,11
41,54,16,11
49,18,47,47
49,18,47,47
49,18,35,47
49,54,5,47
45,54,1,35
45,54,1,4
45,18,14,24
45,54,57,1
49,54,11,24
49,18,57,24
49,18,57,24
49,54,57,3
49,18,57,24
49,54,57,24
41,54,11,24
49,55,31,24
49,55,31,24
49,55,31,24
41,55,47,1
41,55,47,1
40,55,4,1
5,55,28,28
16,55,28,35
41,55,28,39
49,55,4,16
22,55,4,16
22,55,1,40
22,55,35,39
22,55,28,39
61,55,28,40
61,55,28,40
48,55,47,19
19,55,24,19
42,55,1,19
42,53,39,19
48,53,46,7
48,53,28,40
61,18,28,40
61,18,35,48
42,53,4,42
44,53,4,19
21,59,3,42
22,59,4,42
45,53,62,48
41,53,62,21
41,53,30,1
10,53,30,46
10,53,30,15
22,59,62,42
22,59,62,42
22,53,62,42
22,53,9,42
22,53,34,28
61,59,58,28
32,18,62,11
38,18,62,57
41,18,58,20
63,18,58,57
63,18,62,57
16,53,62,57
42,36,62,31
2,36,30,46
22,53,62,31
22,18,58,31
2,53,9,31
22,53,9,11
22,53,9,11
22,53,34,57
61,53,34,57
61,18,34,47
2,18,62,47
39,18,9,57
16,53,50,11
16,53,50,11
63,53,50,11
63,18,33,57
47,18,50,57
47,18,36,57
47,18,50,57
28,18,59,57
47,53,50,57
31,18,33,11
31,18,13,11
31,18,33,28
31,53,27,35
31,53,27,35
31,18,6,35
31,18,13,28
31,18,37,28
31,18,56,28
28,18,52,28
28,18,17,31
28,18,51,28
35,53,51,46
35,53,51,28
4,53,30,35
4,53,62,39
3,18,30,47
3,53,30,28
23,53,30,28
3,53,25,28
44,59,62,28
2,53,17,35
40,59,51,3
39,53,56,7
39,18,51,7
39,53,17,24
39,53,25,24
16,53,51,3
39,59,51,3
3,18,51,40
3,53,56,40
40,53,56,16
40,53,56,24
40,53,51,4
40,53,17,4
42,53,43,4
19,36,58,3
19,18,58,31
42,18,58,31
21,18,30,31
44,53,25,31
24,53,25,57
21,53,25,57
7,53,25,12
1,59,25,11
4,53,56,12
28,18,56,12
31,53,62,12
31,53,58,14
28,18,58,14
47,53,58,28
46,53,62,14
28,53,62,14
28,53,62,57
46,53,17,15
46,36,56,4
46,18,58,11
46,18,62,11
31,18,62,57
31,54,62,31
31,54,62,31
31,18,30,47
31,54,17,11
31,54,17,11
31,54,56,11
31,18,43,57
15,54,43,11
15,54,17,57
23,54,51,14
1,54,43,14
63,54,58,57
2,54,51,57
16,54,56,57
1,54,51,57
5,54,30,14
63,54,25,14
63,54,30,14
46,54,30,57
15,54,27,57
47,54,27,57
21,54,27,57
21,54,27,14
16,18,27,15
21,54,6,34
48,54,6,58
64,54,36,58
64,18,33,62
64,18,33,62
64,18,50,62
20,18,50,62
20,18,50,51
12,18,50,62
29,53,33,58
29,53,33,34
29,54,33,62
14,18,33,34
57,18,33,58
14,18,27,43
20,18,50,17
12,54,33,17
12,54,27,17
12,18,27,51
12,54,6,56
14,54,6,30
12,54,6,30
12,54,50,30
12,54,59,30
12,54,33,62
12,54,33,34
14,54,36,13
14,54,59,13
14,54,33,9
14,54,59,51
20,18,50,17
20,59,50,8
20,53,33,43
64,53,33,51
64,18,33,8
64,18,33,34
64,18,6,34
64,18,50,34
52,18,50,34
64,18,50,43
64,18,59,8
64,18,59,13
14,18,50,9
14,18,50,34
14,18,50,58
14,18,26,58
20,53,26,26
20,53,26,26
20,53,52,26
20,53,52,26
20,18,52,26
20,53,29,37
64,53,37,37
64,53,12,37
14,59,12,37
20,59,12,37
20,59,12,37
11,59,52,56
57,36,56,56
57,36,56,52
57,36,29,52
31,59,56,52
31,36,30,29
31,50,25,29
31,59,37,29
31,59,25,29
31,59,30,29
31,50,56,56
52,50,29,30
29,50,56,25
29,50,37,52
29,50,29,52
29,50,29,64
29,36,29,14
29,50,29,12
29,50,30,29
64,50,25,26
64,50,26,29
64,50,26,12
64,50,26,12
64,50,12,58
